SMILES,num_rings,heavy_atoms,Compound Identification: Reaxys Commercial Substance ID,Links to Reaxys,Data Count,CAS Registry Number,Chemical Name,Linear Structure Formula,Molecular Formula,Molecular Weight
N1C=CC2=C1C=NC=N2,2,9,36909.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D36909&database=RC&origin=ReaxysOutput&ln=,(27 of 406),272-50-4,"5H-Pyrrolo[3,2-d]pyrimidine; 5H-pyrrolo[3,2-d]pyrimidine, 272-50-4, 1,4,6-Triazaindene, 5h-pyrrolo[3,2-d]pyrimidin, 1H-Pyrrolo[3,2-d]pyrimidine, 5H-Pyrrolo(3,2-d)pyrimidine, 452-20-0, SureCN7854, SureCN63453, AC1LB62V, AC1Q4WQ3, 3H-Pyrrolo[3,2-d]pyrimidine, CTK1A1404, CTK1D5074, MolPort-003-986-700, 1,4,6-TRIAZA-1H-INDENE, ANW-50843, AR-1G8379, ZINC21298867, AKOS006326646; 2-(2-methylphenoxy)-N-{5-[({5-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidin-7-yl}methyl)sulfanyl]-1,3,4-thiadiazol-2-yl}acetamide; dipropan-2-yl 4-[5-(2,5-dichlorophenyl)furan-2-yl]-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate; 5-[1-(3-ethylphenyl)-5-methyl-1H-1,2,3-triazol-4-yl]-3-(4-methoxyphenyl)-1,2,4-oxadiazole; 2-{1-[(4-cyanophenyl)sulfonyl]-3-oxo-2-piperazinyl}-N-(2,5-dichlorophenyl)acetamide; N-benzyl-2-[2-(4-ethylphenyl)-4-oxopyrazolo[1,5-d][1,2,4]triazin-5(4H)-yl]acetamide",C6H5N3,C6H5N3,119.126
N1C=CC2=C1N=NC=C2,2,9,88797.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D88797&database=RC&origin=ReaxysOutput&ln=,(58 of 406),16767-40-1,"7H-Pyrrolo[2,3-c]pyridazine; 7H-Pyrrolo[2,3-c]pyridazine, 16767-40-1, AGN-PC-00AMZY, SureCN329804, SureCN1359782, CTK8C4428, ANW-71901, AKOS006307944, PB17814, AK-63155, KB-249895; 1-(2-chlorophenyl)-5-hydroxy-7-(2,4,5-trimethoxyphenyl)-6,7-dihydro-1H-pyrrolo[3,2-b]pyridine-3-carboxylic acid; 1-[(4-chlorophenyl)(5-phenyl-1,3,4-oxadiazol-2-yl)methyl]-3-(2,3-dihydro-1,4-benzodioxin-6-yl)urea; N-cyclooctyl-2-[6-(morpholine-4-sulfonyl)-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-4-yl]acetamide; N-(2H-1,3-benzodioxol-5-yl)-3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carboxamide; 1-(3-cyclohexen-1-ylmethyl)-N-[4-(3-pyridinyloxy)phenyl]-4-piperidinecarboxamide",C6H5N3,C6H5N3,119.126
N1C=C2C=CN=CC2=N1,2,9,102175.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D102175&database=RC&origin=ReaxysOutput&ln=,(65 of 406),271-45-4,"2H-Pyrazolo[3,4-c]pyridine; 5-bromo-2'-(4-bromophenyl)-1',10b'-dihydrospiro[indole-3,5'-pyrazolo[1,5-c][1,3]benzoxazin]-2(1H)-one; N-[(3-methyl-1-propyl-1H-pyrazol-4-yl)methyl]-N'-[2-oxo-1-(propan-2-yl)-2,3-dihydro-1H-indol-3-yl]ethanediamide; 1-[(4-acetyl-3,4-dihydro-2H-1,4-benzoxazin-6-yl)sulfonyl]-N-[(4-chlorophenyl)methyl]piperidine-4-carboxamide; 4-methoxy-N-({2-[(3-methylphenoxy)methyl]-1,3-thiazol-4-yl}methyl)-N-propylbenzamide; 3-[(2S)-piperidin-2-yl]-1-(2,3,4-trifluorobenzoyl)azetidin-3-ol; 4-Butyl-6-chloro-2-phenyl-pyrimidine",C6H5N3,C6H5N3,119.126
N1C=CC2=NC=CN=C12,2,9,134764.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D134764&database=RC&origin=ReaxysOutput&ln=,(72 of 406),4745-93-1,"5H-pyrrolo[2,3-b]pyrazine; 4,7-Diazaindole; 2-Amino-4-[3-(4-chloro-2-methyl-phenoxymethyl)-2,5-dimethyl-phenyl]-5,6,7,8,9,10-hexahydro-cycloocta[b]pyridine-3-carbonitrile; 3-methyl-N-{2-[({13-oxo-8-thia-1,10-diazatricyclo[7.4.0.0?,?]trideca-2(7),9,11-trien-11-yl}methyl)sulfanyl]phenyl}butanamide; N-(2-methoxyethyl)-N-methyl-1'-(2-methylbenzyl)-1,4'-bipiperidine-4-carboxamide; methyl 3-({[(3-methylphenyl)carbamoyl]methyl}(phenyl)sulfamoyl)thiophene-2-carboxylate; 1,2,5-trimethyl-N-(2-methylphenyl)-4-(morpholine-4-carbonyl)-1H-pyrrole-3-sulfonamide",C6H5N3,C6H5N3,119.126
N1C=CC2=C1C=CN=N2,2,9,2993308.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D2993308&database=RC&origin=ReaxysOutput&ln=,(91 of 406),54420-55-2,"5H-pyrrolo[3,2-c]pyridazine; N-(3-chloro-2-methylphenyl)-2-{[3-(4-ethoxyphenyl)-4-oxo-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidin-2-yl]sulfanyl}acetamide; pentyl 7-(2-bromophenyl)-5-methyl-4,7-dihydrotetrazolo[1,5-a]pyrimidine-6-carboxylate; bis((pentylamino)methyl)phosphinic acid hydrochloride; tert-Butyl 3-(cyclopropylamino)propanoate; 3-(4-Bromo-phenyl)-9-phenyl-9H-carbazole",C6H5N3,C6H5N3,119.126
N1C=CC2=C1C=NN=C2,2,9,3633413.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3633413&database=RC&origin=ReaxysOutput&ln=,(101 of 406),271-35-2,"1H-pyrrolo[2,3-d]pyridazine; 1H-pyrrolo[3,2-d]pyridazine, 1H-Pyrrolo[2,3-d]pyridazine, 271-35-2, SureCN329720, CTK8H9401, PYRROLO[2,3-D]PYRIDAZINE, AKOS006307943, MB09338, RL02917, AK131392, KB-12600; 3'-(3-chlorophenyl)-1-[(2-fluorophenyl)methyl]-1,2-dihydrospiro[indole-3,2'-[1,3]thiazolidine]-2,4'-dione; N-ethyl-N-(4-methoxyphenyl)-3-methyl-4-oxo-2,3,4,5-tetrahydro-1,5-benzothiazepine-7-sulfonamide; 2-{8-[(dibenzylamino)methyl]-1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl}acetamide; ethyl 4-amino-2-({[(4-phenylbutan-2-yl)carbamoyl]methyl}sulfanyl)pyrimidine-5-carboxylate; 2-(3-(4-fluoro-2-methoxyphenyl)-6-oxopyridazin-1(6H)-yl)-N-(2-methoxybenzyl)acetamide",C6H5N3,C6H5N3,119.126
N1C=C2C=CC=NC2=N1,2,9,3899242.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3899242&database=RC&origin=ReaxysOutput&ln=,(132 of 406),271-71-6,"1H-Pyrazolo[3,4-b]pyridine; 2H-Pyrazolo[3,4-b]pyridine; 2-(4-chlorophenoxy)-1-(4-{[6-(2,5-dimethylphenyl)-2-(3-methoxyphenyl)imidazo[1,2-a]pyridin-3-yl]methyl}piperazin-1-yl)ethan-1-one; 2-[5-(2-chlorophenyl)-2H-tetrazol-2-yl]-N-(2-methylphenyl)acetamide; 5-[(Furan-2-ylmethyl)-amino]-anthra[1,9-cd]isoxazol-6-one; 7-Azaindazole",C6H5N3,C6H5N3,119.126
O1N=NC2=CC=CC=C12,2,9,11058052.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11058052&database=RC&origin=ReaxysOutput&ln=,(173 of 406),273-59-6,"1,2,3-benzoxadiazole; aza-benzoxazole",C6H4N2O,C6H4N2O,120.111
O1N=C2C=CC=CC2=N1,2,9,2184.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D2184&database=RC&origin=ReaxysOutput&ln=,(3 of 406),273-09-6,"Benzofurazan; Benzo[c][1,2,5]oxadiazole; 2,1,3-Benzoxadiazole; Benzofurazan, 2,1,3-Benzoxadiazole, Benzo-2,1,3-oxadiazole, 650137_ALDRICH, CID67501, ZINC00161248, KM06477, LS-41587, InChI=1/C6H4N2O/c1-2-4-6-5(3-1)7-9-8-6/h1-4, 273-09-6; bis(2-methoxyethyl) 4-[5-(2,4-dichlorophenyl)furan-2-yl]-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate; N-[1-(1-Benzyl-1H-benzoimidazol-2-yl)-3-methylsulfanyl-propyl]-4-methoxy-benzamide; n[2chloro4({[4(6methyl1,3benzothiazol2yl)phenyl]amino}sulfonyl)phenyl]acetamide",C6H4N2O,C6H4N2O,120.111
O1C=NC2=NC=CC=C12,2,9,2481.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D2481&database=RC&origin=ReaxysOutput&ln=,(4 of 406),273-97-2,"Oxazolo[4,5-b]pyridine; 2-[4-(4-chlorophenyl)-4H,5H,6H,7H-thieno[3,2-c]pyridin-5-yl]-1-[4-(furan-2-carbonyl)-1,4-diazepan-1-yl]ethan-1-one; ethyl (1,3,6-trimethyl-2,4-dioxo-7-phenyl-1,2,3,4-tetrahydro-8H-imidazo[2,1-f]purin-8-yl)acetate; 2-(3-nitrophenyl)-2-oxoethyl 6-bromo-2-(3,4-dimethylphenyl)quinoline-4-carboxylate; [4-(4-Chloro-phenoxy)-phenyl]-dithiocarbamic acid; potassium [(benzyloxy)methyl]trifluoroboranuide; [1,3]oxazolo[4,5-b]pyridine",C6H4N2O,C6H4N2O,120.111
O1C=NC2=CC=CN=C12,2,9,39440.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D39440&database=RC&origin=ReaxysOutput&ln=,(32 of 406),273-62-1,"Oxazolo[5,4-b]pyridine; 2-({5-[5-amino-1-(2-chlorobenzyl)-1H-1,2,3-triazol-4-yl]-4-methyl-4H-1,2,4-triazol-3-yl}sulfanyl)-1-(4-fluorophenyl)ethanone; N-(2-Chloro-5-trifluoromethyl-phenyl)-2-[5-(2-fluoro-phenyl)-4-furan-2-ylmethyl-4H-[1,2,4]triazol-3-ylsulfanyl]-acetamide; 7-(4-chlorophenyl)-N6-(4-methoxyphenyl)-5-methyl-N3-phenyl-4H,7H-pyrazolo[1,5-a]pyrimidine-3,6-dicarboxamide; 2-(4-Amino-6-propyl-5,8-dihydro-6H-7-oxa-9-thia-1,3-diaza-fluoren-2-ylsulfanyl)-acetamide; N-(3,5-dimethoxyphenyl)-2-[3-(3-methoxyphenyl)-6-oxopyridazin-1(6H)-yl]acetamide; 3-[(3-fluoro-4-methylphenyl)amino]-4-(4-methoxyphenyl)cyclobut-3-ene-1,2-dione",C6H4N2O,C6H4N2O,120.111
O1C=NC2=C1C=CN=C2,2,9,96937.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D96937&database=RC&origin=ReaxysOutput&ln=,(63 of 406),273-56-3,"Oxazolo[4,5-c]pyridine; (5Z)-3-hexyl-5-{[2-(4-methoxyphenoxy)-4-oxo-4H-pyrido[1,2-a]pyrimidin-3-yl]methylidene}-2-sulfanylidene-1,3-thiazolidin-4-one; N-(3-chloro-2-methylphenyl)-2-{[5-(4-chlorophenyl)-4-(4-methylphenyl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide; dimethyl 1-{2-[(3,4-dimethoxyphenyl)amino]-2-oxoethyl}-1H-1,2,3-triazole-4,5-dicarboxylate; 2-((3-(4-ethoxyphenyl)-4-oxo-3,4-dihydroquinazolin-2-yl)thio)-N-(4-fluorophenyl)acetamide; N-[(4-cyclohexyl-4H-1,2,4-triazol-3-yl)methyl]-2-(1H-1,2,4-triazol-3-yl)benzamide; N-(1-methyl-2-oxo-2,3-dihydro-1H-indol-5-yl)-2-(4-methylphenoxy)acetamide",C6H4N2O,C6H4N2O,120.111
O1N=CC2=CN=CC=C12,2,9,10979955.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D10979955&database=RC&origin=ReaxysOutput&ln=,(170 of 406),271-96-5,"[1,2]oxazolo[4,5-c]pyridine",C6H4N2O,C6H4N2O,120.111
O1N=CC2=NC=CC=C12,2,9,11549872.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11549872&database=RC&origin=ReaxysOutput&ln=,(230 of 406),76807-98-2,"[1,2]oxazolo[4,5-b]pyridine",C6H4N2O,C6H4N2O,120.111
O1N=CC2=CC=NC=C12,2,9,11555762.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11555762&database=RC&origin=ReaxysOutput&ln=,(236 of 406),64761-69-9,"[1,2]oxazolo[5,4-c]pyridine; N-(3-fluorophenyl)-2-[3-(4-methylphenyl)-1H-pyrazolo[4,3-c]quinolin-1-yl]acetamide",C6H4N2O,C6H4N2O,120.111
O1N=CC2=CC=CN=C12,2,9,11557585.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11557585&database=RC&origin=ReaxysOutput&ln=,(237 of 406),272-03-7,"[1,2]oxazolo[5,4-b]pyridine; Isoxazolo[5,4-b]pyridine",C6H4N2O,C6H4N2O,120.111
O1C=NC2=C1C=NC=C2,2,9,31832345.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D31832345&database=RC&origin=ReaxysOutput&ln=,(282 of 406),nan,"[1,3]oxazolo[5,4-c]pyridine; Oxazolo[5,4-c]pyridine",C6H4N2O,C6H4N2O,120.111
O1C=C2C=NC=CC2=N1,2,9,40235642.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D40235642&database=RC&origin=ReaxysOutput&ln=,(300 of 406),nan,"[1,2]oxazolo[4,3-c]pyridine",C6H4N2O,C6H4N2O,120.111
O1C=C2N=CC=CC2=N1,2,9,40791473.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D40791473&database=RC&origin=ReaxysOutput&ln=,(315 of 406),173894-73-0,"2-(2-Ethoxyphenyl)-8-methylquinoline-4-carbonyl chloride; [1,2]oxazolo[4,3-b]pyridine; isoxazolo[4,3-b]pyridine",C6H4N2O,C6H4N2O,120.111
O1C=C2C=NC=NC2=C1,2,9,40813074.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D40813074&database=RC&origin=ReaxysOutput&ln=,(316 of 406),271-05-6,"furo[3,4-d]pyrimidine; N-Cyclopropyl-benzene-1,2-diamine",C6H4N2O,C6H4N2O,120.111
O1C=CC2=NC=NC=C12,2,9,3797454.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3797454&database=RC&origin=ReaxysOutput&ln=,(120 of 406),4437-16-5,"Furo[3,2-d]pyrimidine; 5-methyl-4-oxo-2-sulfanyl-3H,4H-thieno[2,3-d]pyrimidine-6-carboxylic acid; (R)-3-Amino-4-(pyridin-4-yl)butanoic acid dihydrochloride; furo3,2-dpyrimidine",C6H4N2O,C6H4N2O,120.111
O1C=CC2=CN=NC=C12,2,9,11415622.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11415622&database=RC&origin=ReaxysOutput&ln=,(206 of 406),271-93-2,"furo[2,3-d]pyridazine; furo[2,3-d]pyridazino",C6H4N2O,C6H4N2O,120.111
O1C=CC2=CN=CN=C12,2,9,11517323.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11517323&database=RC&origin=ReaxysOutput&ln=,(215 of 406),272-02-6,"furo[2,3-d]pyrimidine; 1-(2,6-Dibromo-4-fluorophenyl)ethanone; Furo[2,3-d]pyrimidine(8ci,9ci)",C6H4N2O,C6H4N2O,120.111
O1C=C2C=CC=NC2=N1,2,9,11557591.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11557591&database=RC&origin=ReaxysOutput&ln=,(238 of 406),51130-67-7,"[1,2]oxazolo[3,4-b]pyridine",C6H4N2O,C6H4N2O,120.111
O1C=C2C=CN=CC2=N1,2,9,40269626.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D40269626&database=RC&origin=ReaxysOutput&ln=,(307 of 406),70899-00-2,"[1,2]oxazolo[3,4-c]pyridine",C6H4N2O,C6H4N2O,120.111
N1N=NC2=C1C=CN=C2,2,9,49160.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D49160&database=RC&origin=ReaxysOutput&ln=,(39 of 406),273-05-2,"1H-[1,2,3]triazolo[4,5-c]pyridine; 3H-[1,2,3]Triazolo[4,5-c]pyridine; 3-(2-Methoxy-ethoxy)-isoxazole-5-carboxylic acid methyl ester; 4-chloro-2-methyl-6-(2-methylphenoxy)pyrimidin-5-amine; 1H-1,2,3-triazolo[4,5-c]pyridine; 3H-1,2,3-Triazolo[4,5-c]pyridine; [1,2,3]Triazolo[4,5-c]pyridine",C5H4N4,C5H4N4,120.114
N1N=NC2=C1C=NC=C2,2,9,88448.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D88448&database=RC&origin=ReaxysOutput&ln=,(57 of 406),273-05-2,"3H-[1,2,3]Triazolo[4,5-c]pyridine; 3H-1,2,3-Triazolo[4,5-c]pyridine; 1,3-dimethyl-7-(2-oxo-2-phenylethyl)-8-(piperidin-1-ylmethyl)-3,7-dihydro-1H-purine-2,6-dione; N-benzyl-1-[1-butyl-2-(ethylsulfonyl)-1H-imidazol-5-yl]-N-(cyclopropylmethyl)methanamine; 3-[3-(4-Chloro-phenyl)-benzo[c]isoxazol-5-yl]-acrylic acid methyl ester; 1H-[1,2,3]Triazolo[4,5-c]pyridine; 1H-1,2,3-TRIAZOLO[4,5-C]PYRIDINE",C5H4N4,C5H4N4,120.114
N1N=NC2=C1C=CC=N2,2,9,3643753.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3643753&database=RC&origin=ReaxysOutput&ln=,(104 of 406),273-34-7,"1H-[1,2,3]triazolo[4,5-b]pyridine; 1H-1,2,3-Triazolo[4,5-b]pyridine; 3-[4-(benzyloxy)phenyl]-N'-[(3Z)-2-oxo-1,2-dihydro-3H-indol-3-ylidene]-1H-pyrazole-5-carbohydrazide; 3-(4-fluorophenyl)-N'-[(E)-(4-nitrophenyl)methylidene]-1H-pyrazole-5-carbohydrazide; N-(1-cycloheptyl-3-piperidinyl)-1-ethyl-3-methyl-1H-pyrazole-5-carboxamide; 3H-1,2,3-Triazolo[4,5-b]pyridine; 1H-triazolo[4,5-b]pyridine",C5H4N4,C5H4N4,120.114
N1N=NC2=CC=CN=C12,2,9,3713695.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3713695&database=RC&origin=ReaxysOutput&ln=,(113 of 406),273-34-7,"1H-[1,2,3]Triazolo[4,5-b]pyridine; 3H-[1,2,3]triazolo[4,5-b]pyridine; 4-Azabenzotriazole; 2-{[4-(4-chlorophenyl)-5-phenyl-4H-1,2,4-triazol-3-yl]sulfanyl}-N'-[(1E)-1-(pyridin-3-yl)ethylidene]acetohydrazide; 4-[({4-tert-butyl-6-[4-(4-methoxyphenyl)piperazin-1-yl]pyrimidin-2-yl}sulfanyl)methyl]-N-(2-methoxyethyl)benzamide; N-(2H-1,3-benzodioxol-5-yl)-2-({1-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]-1H-indol-3-yl}sulfanyl)acetamide; N-{3-[cyclohexyl(propan-2-yl)amino]propyl}-1,3,3-trimethyl-2-oxo-2,3-dihydro-1H-indole-5-sulfonamide",C5H4N4,C5H4N4,120.114
N1C=NC2=C1N=CN=C2,2,9,35641.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D35641&database=RC&origin=ReaxysOutput&ln=,(24 of 406),120-73-0,"Purine; 6-(3-Imidazol-1-yl-propyl)-4-(4-methylsulfanyl-phenyl)-3,4,6,7-tetrahydro-1H-pyrrolo[3,4-d]pyrimidine-2,5-dione; N-benzyl-1-(3-chlorophenyl)-4-methanesulfonyl-2-methyl-6-oxopiperazine-2-carboxamide; 2-[(E)-2-[(E)-(2,5-Dihydroxyphenyl)methyleneamino]ethyliminomethyl]benzene-1,4-diol; 2-[(4-cyano-1,3-dimethyl-1H-pyrazol-5-yl)amino]-2-methylpropanoic acid; 3H-Imidazo[4,5-d]pyrimidine; 6H-Imidazo[4,5-d]pyrimidine",C5H4N4,C5H4N4,120.114
N1C=NC2=C1N=CC=N2,2,9,92081.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D92081&database=RC&origin=ReaxysOutput&ln=,(60 of 406),273-94-9,"1H-Imidazo[4,5-b]pyrazine; 8-{[benzyl(methyl)amino]methyl}-7-[(2-chloro-6-fluorophenyl)methyl]-1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione; {2-cyclohexyl-5-oxo-5H-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-yl}methyl 2-(phenylformamido)acetate; N-[2-(cyclohex-1-en-1-yl)ethyl]-2-{3-[(2-fluorophenyl)methanesulfonyl]-1H-indol-1-yl}acetamide; 6,11-Dioxo-6,11-dihydro-benzo[f]pyrido[1,2-a]indole-12-carboxylic acid isopropyl ester; 2-(4-Chloro-phenyl)-6-ethyl-2,3-dihydro-1H-imidazo[1,2-b]pyrazole-7-carboxylic acid; 3-[4-(3-fluorophenyl)-1H-pyrazol-5-yl]-1-(3-methylbenzyl)piperidine",C5H4N4,C5H4N4,120.114
N1C=NC2=NC=NC=C12,2,9,3699517.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3699517&database=RC&origin=ReaxysOutput&ln=,(108 of 406),120-73-0,"Purine; 7H-Purine; 3-(4-tert-butylphenyl)-5-[(2,5-dimethylbenzyl)sulfanyl]-4-(4-methoxyphenyl)-4H-1,2,4-triazole; N-(4-{[3-(2-fluoro-4-methoxyphenyl)-6-oxopyridazin-1(6H)-yl]acetyl}phenyl)acetamide; phenyl 2-(4-bromophenyl)-6-methylquinoline-4-carboxylate; InChI=1/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9; (2-Chlorophenyl)(3-fluoro-4-methoxyphenyl)methanone",C5H4N4,C5H4N4,120.114
N1C=NC2=CN=NC=C12,2,9,5020252.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D5020252&database=RC&origin=ReaxysOutput&ln=,(134 of 406),273-00-7,"1H-imidazo[4,5-d]pyridazine; 2-amino-7,7-dimethyl-1-(3-nitrophenyl)-5-oxo-4-(thiophen-2-yl)-1,4,5,6,7,8-hexahydroquinoline-3-carbonitrile; 3H-imidazo[5,4-d]pyridazine",C5H4N4,C5H4N4,120.114
N1C=NC2=CC=NN=C12,2,9,10981227.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D10981227&database=RC&origin=ReaxysOutput&ln=,(171 of 406),nan,"7H-imidazo[4,5-c]pyridazine; 7H-imidazo[5,4-c]pyridazine",C5H4N4,C5H4N4,120.114
N1C=NC2=NN=CC=C12,2,9,11083105.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11083105&database=RC&origin=ReaxysOutput&ln=,(175 of 406),327-02-6,"5H-imidazo[4,5-c]pyridazine; N-(4-bromo-2-methylphenyl)-2-{[4-(4-methylphenyl)-5-(pyridin-4-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide; methyl 2-{4-methyl-2-oxo-6-thia-1,8-diazatricyclo[7.5.0.0?,?]tetradeca-3(7),4,8-triene-5-amido}benzoate",C5H4N4,C5H4N4,120.114
N1N=CC2=C1N=CN=C2,2,9,51437.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D51437&database=RC&origin=ReaxysOutput&ln=,(40 of 406),271-80-7,"1H-Pyrazolo[3,4-d]pyrimidine; N-(3-chloro-2-methylphenyl)-2-{[5-(4-chlorophenyl)-4-(4-methylphenyl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide; N-ethyl-N-[(1'-methyl-1,4'-bipiperidin-4-yl)methyl]-1-(2-pyridinyl)-3-piperidinecarboxamide; N-(2-methyl-2-propen-1-yl)-2-{3-oxo-1-[2-(trifluoromethyl)benzyl]-2-piperazinyl}acetamide; 1-{6H,7H,8H,9H,10H-azepino[2,1-h]purin-4-yl}-N-(4-fluorophenyl)piperidine-4-carboxamide; 4-(6,6-dioxido-6-thiabicyclo[3.2.0]hept-1-yl)morpholine; 2-oxo-2-phenylethyl 3-(1H-benzotriazol-1-yl)propanoate",C5H4N4,C5H4N4,120.114
N1N=CC2=NC=CN=C12,2,9,3604594.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3604594&database=RC&origin=ReaxysOutput&ln=,(93 of 406),272-60-6,"1H-pyrazolo[3,4-b]pyrazine; 4,7-Diaza-1H-indazole; 2-{[5-(4-chlorophenyl)-4-(4-methylphenyl)-4H-1,2,4-triazol-3-yl]sulfanyl}-N'-[(E)-(2-fluorophenyl)methylidene]acetohydrazide; N-(3-{[N-(cyclopropylmethyl)-2,2-dimethylpropanamido]methyl}-4-(dimethylamino)phenyl)-3-fluorobenzamide; 1-(3,5-difluorophenyl)-N-[1-(3-pyridinylmethyl)-4-piperidinyl]-4,5,6,7-tetrahydro-1H-indazol-4-amine; N-(1-benzyl-4-piperidyl)-3-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)sulfonyl]propanamide; N-[(2-chlorophenyl)methyl]-2-(methylsulfanyl)-4-(trifluoromethyl)pyrimidine-5-carboxamide",C5H4N4,C5H4N4,120.114
N1N=CC2=NC=NC=C12,2,9,3641811.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3641811&database=RC&origin=ReaxysOutput&ln=,(102 of 406),272-57-1,"1H-pyrazolo[4,3-d]pyrimidine; 2-[[1-(2,4-Dimethyl-phenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl]-(2-hydroxy-ethyl)-amino]-ethanol; 2-(1,3-benzothiazol-2-ylsulfanyl)-N'-[(E)-(3,4-dichlorophenyl)methylidene]acetohydrazide; 3-Benzyl 7-(tert-Butyl) 9-oxo-3,7-diazabicyclo[3.3.1]nonane-3,7-dicarboxylate; 6-butyl-2-{4-[(4,4-difluoropiperidin-1-yl)methyl]phenyl}pyrimidin-4(3H)-one; N-({1-[2-(4-methoxyphenyl)ethyl]-4-piperidinyl}methyl)-N-methyl-3-furamide; 3-[2,5-dioxo-1-(3,4,5-trimethoxyphenyl)imidazolidin-4-yl]propanoic acid",C5H4N4,C5H4N4,120.114
